Date,Store,StoreType,Sales,Customers,Promo,Holiday,DayOfWeek,CompetitionDistance
2024-07-28,S03,A,186.02,9,1,0,6,561.1
2024-07-10,S08,A,144.15,6,0,0,2,473.1
2023-05-01,S03,A,145.17,10,0,0,0,766.0
2023-09-20,S07,A,145.19,10,1,0,2,825.4
2024-07-30,S06,A,113.75,6,0,0,1,1227.4
2024-12-04,S03,A,187.02,15,0,0,2,808.7
2023-07-17,S01,C,264.38,10,1,0,0,1151.7
2023-11-08,S01,C,275.42,16,0,0,2,1423.2
2024-02-06,S09,C,133.71,10,0,0,1,949.5
2023-08-04,S02,A,327.71,21,1,0,4,814.3
2024-01-04,S08,A,107.55,4,0,0,3,813.2
2024-05-06,S07,A,89.0,3,0,0,0,1033.3
2023-07-19,S08,A,103.6,4,0,0,2,1091.9
2024-02-08,S04,C,185.33,12,0,0,3,1048.7
2024-12-17,S05,B,304.17,14,0,0,1,1017.8
2023-11-02,S05,B,356.92,14,1,0,3,1201.3
2023-05-05,S09,C,132.36,14,0,0,4,701.5
2023-08-08,S03,A,117.91,5,0,0,1,817.5
2023-09-29,S03,A,145.95,12,0,0,4,727.4
2023-04-10,S03,A,104.09,4,0,0,0,1379.1
2023-08-08,S01,C,271.56,8,1,0,1,960.1
2024-04-12,S01,C,404.71,29,1,0,4,843.4
2024-05-29,S03,A,127.19,6,0,0,2,1126.3
2024-08-21,S05,B,235.43,12,0,0,2,904.1
2024-01-12,S03,A,111.69,6,0,0,4,842.9
2023-12-26,S08,A,164.41,7,0,0,1,850.9
2024-04-16,S02,A,332.53,14,0,0,1,694.0
2023-05-12,S09,C,122.91,6,0,0,4,825.8
2023-07-06,S04,C,225.35,12,1,0,3,1462.1
2023-08-23,S04,C,191.27,11,0,0,2,1096.8
2023-09-02,S10,A,204.64,7,0,0,5,613.7
2023-08-02,S07,A,112.47,5,0,0,2,868.7
2023-04-17,S06,A,122.39,11,0,0,0,436.0
2024-08-09,S09,C,178.71,8,1,0,4,212.0
2024-12-26,S01,C,296.12,27,0,0,3,941.3
2024-02-27,S08,A,142.65,11,0,0,1,1046.8
2023-09-20,S02,A,302.75,20,0,0,2,807.2
2023-01-08,S08,A,189.89,11,1,0,6,1064.9
2023-10-17,S09,C,178.94,5,1,0,1,989.6
2024-04-27,S01,C,330.16,15,0,0,5,659.5
2023-05-12,S05,B,160.29,8,0,0,4,820.9
2024-08-17,S08,A,144.85,5,0,0,5,880.7
2024-09-30,S03,A,127.25,10,0,0,0,1022.5
2023-03-29,S03,A,136.28,6,0,0,2,779.7
2024-01-21,S01,C,273.46,10,0,0,6,1375.9
2024-06-30,S09,C,159.73,11,1,0,6,1296.6
2024-08-18,S02,A,442.68,15,0,0,6,758.8
2024-11-29,S07,A,141.49,8,0,0,4,790.2
2023-10-24,S06,A,103.58,4,0,0,1,1613.7
2023-12-06,S02,A,336.83,17,0,0,2,1106.9
2024-06-25,S06,A,111.02,7,0,0,1,1255.6
2023-09-14,S01,C,225.5,11,0,0,3,1159.8
2024-12-16,S06,A,96.2,4,0,0,0,1185.6
2023-09-21,S06,A,109.98,5,0,0,3,978.7
2024-06-09,S07,A,109.24,7,0,0,6,973.5
2023-12-20,S01,C,298.16,15,0,0,2,916.2
2023-02-07,S06,A,118.86,7,0,0,1,656.1
2023-07-10,S09,C,96.25,10,0,0,0,865.6
2024-03-18,S10,A,161.82,7,0,0,0,1077.0
2024-09-24,S03,A,125.51,8,0,0,1,1235.3
2024-10-01,S02,A,262.9,15,0,0,1,1228.0
2024-02-07,S08,A,119.38,6,0,0,2,1028.4
2023-06-10,S05,B,197.36,9,0,0,5,1197.8
2023-04-22,S09,C,149.6,7,0,0,5,821.9
2024-01-03,S08,A,103.19,4,0,0,2,1172.1
2023-12-16,S01,C,435.6,24,1,0,5,1157.2
2024-12-11,S03,A,157.32,7,1,0,2,1477.9
2024-08-26,S10,A,210.11,42,0,0,0,1133.0
2023-10-23,S09,C,114.83,6,0,0,0,1139.0
2023-07-19,S05,B,185.2,6,0,0,2,1597.4
2024-12-25,S06,A,166.97,7,0,0,2,692.4
2024-09-27,S05,B,197.0,7,0,0,4,1024.6
2023-08-26,S07,A,141.95,7,0,0,5,1058.0
2024-10-31,S02,A,389.9,16,1,0,3,646.8
2023-05-15,S03,A,124.49,4,0,0,0,765.7
2023-02-02,S01,C,287.81,13,0,0,3,1192.8
2023-06-11,S10,A,187.7,9,0,0,6,1284.6
2024-01-07,S04,C,232.04,8,0,0,6,945.1
2024-10-30,S09,C,110.62,4,0,0,2,480.9
2023-07-26,S01,C,211.64,18,0,0,2,1289.2
2023-08-10,S10,A,213.41,9,1,0,3,1460.8
2023-06-17,S04,C,234.17,14,0,0,5,1119.4
2024-08-26,S09,C,124.34,12,0,0,0,1245.2
2023-01-27,S01,C,213.45,9,0,0,4,1053.3
2024-10-07,S04,C,243.39,12,0,0,0,1002.0
2023-07-23,S10,A,269.38,14,1,0,6,748.9
2024-04-23,S06,A,98.91,4,0,0,1,1557.4
2023-04-01,S02,A,348.84,13,0,0,5,1307.1
2024-01-10,S05,B,212.4,10,0,0,2,1057.8
2023-07-22,S07,A,138.01,4,0,0,5,599.0
2024-02-28,S05,B,208.08,9,0,0,2,697.6
2023-07-11,S08,A,148.09,11,0,0,1,630.1
2023-07-02,S09,C,162.66,7,0,0,6,284.7
2023-06-07,S04,C,233.19,10,0,0,2,1033.5
2024-03-17,S06,A,170.6,8,0,0,6,760.7
2024-04-19,S10,A,201.01,8,0,0,4,921.1
2024-10-03,S05,B,312.74,14,1,0,3,573.4
2024-04-10,S05,B,269.71,12,1,0,2,1125.2
2024-02-25,S09,C,174.06,8,0,0,6,299.2
2024-04-07,S08,A,174.09,5,0,0,6,735.8
2023-01-23,S05,B,201.48,15,0,0,0,897.2
2023-03-14,S04,C,253.94,12,0,0,1,1139.9
2024-10-17,S07,A,100.39,7,0,0,3,775.0
2023-04-25,S02,A,239.15,9,0,0,1,1125.5
2024-07-06,S10,A,245.03,8,0,0,5,563.4
2024-07-30,S05,B,186.83,9,0,0,1,1135.5
2024-07-09,S05,B,218.2,10,0,0,1,1073.3
2024-11-24,S02,A,452.92,28,0,0,6,1145.0
2023-10-04,S03,A,141.65,8,1,0,2,1045.5
2023-03-26,S07,A,132.45,8,0,0,6,626.3
2024-03-04,S10,A,187.18,13,0,0,0,1046.4
2024-07-10,S01,C,221.37,14,0,0,2,1118.0
2024-05-19,S03,A,151.0,8,0,0,6,1135.5
2024-09-03,S08,A,143.23,5,0,0,1,913.3
2023-09-13,S02,A,342.31,18,0,0,2,1144.8
2024-07-26,S06,A,86.84,11,0,0,4,1496.4
2023-10-20,S09,C,140.35,6,0,0,4,638.8
2023-01-12,S08,A,135.68,7,0,0,3,1442.6
2023-03-06,S06,A,142.72,6,1,0,0,549.1
2024-08-19,S07,A,102.07,6,0,0,0,790.8
2023-01-01,S04,C,245.61,13,0,0,6,1162.8
2024-02-22,S01,C,270.23,14,0,0,3,765.9
2024-08-08,S02,A,245.51,10,0,0,3,1505.2
2023-02-16,S08,A,147.64,6,0,0,3,1161.0
2023-01-01,S06,A,112.67,5,0,0,6,831.3
2024-06-18,S03,A,108.44,3,0,0,1,1100.6
2023-04-02,S10,A,193.37,8,0,0,6,772.5
2023-09-17,S06,A,125.96,7,0,0,6,1017.9
2024-03-08,S05,B,226.86,8,0,0,4,931.5
2023-04-17,S04,C,190.77,8,0,0,0,1548.9
2023-09-17,S01,C,274.88,14,0,0,6,1267.4
2023-01-25,S03,A,135.48,7,0,0,2,1005.5
2024-12-06,S08,A,157.0,7,0,0,4,1430.1
2023-04-27,S01,C,179.01,9,0,0,3,909.3
2023-10-15,S01,C,322.76,15,0,0,6,862.3
2024-01-09,S06,A,114.6,6,0,0,1,986.1
2024-10-30,S03,A,121.55,5,0,0,2,787.9
2023-08-28,S08,A,124.73,4,0,0,0,1010.0
2023-12-18,S08,A,136.85,10,0,0,0,576.9
2023-12-09,S02,A,471.29,21,0,0,5,953.1
2023-09-14,S04,C,307.85,18,1,0,3,941.2
2024-07-16,S03,A,98.61,4,0,0,1,1734.6
2023-06-10,S06,A,131.68,8,0,0,5,925.7
2024-12-05,S06,A,128.53,9,0,0,3,1017.1
2023-08-21,S05,B,213.7,7,0,0,0,1573.6
2023-09-28,S10,A,192.02,8,0,0,3,716.1
2024-10-04,S02,A,298.94,11,0,0,4,822.3
2023-05-12,S03,A,102.52,5,0,0,4,1374.9
2023-12-11,S09,C,130.9,5,0,0,0,1185.2
2024-01-17,S03,A,151.52,6,0,0,2,943.9
2024-08-31,S06,A,108.69,5,0,0,5,1668.4
2024-11-10,S04,C,272.63,28,0,0,6,1073.7
2023-08-25,S03,A,100.02,4,0,0,4,1041.4
2023-07-17,S06,A,104.55,5,0,0,0,741.8
2023-12-18,S05,B,164.31,8,0,0,0,1020.7
2023-06-26,S02,A,307.46,13,0,0,0,1179.9
2024-06-24,S02,A,231.03,13,0,0,0,1826.0
2023-10-01,S10,A,231.33,17,0,0,6,385.8
2024-07-17,S08,A,103.95,5,0,0,2,746.5
2024-11-11,S03,A,131.95,4,0,0,0,934.7
2023-09-05,S03,A,111.4,5,0,0,1,1234.6
2024-02-05,S08,A,130.9,5,0,0,0,1158.6
2024-04-16,S09,C,119.94,4,0,0,1,1173.1
2024-09-09,S08,A,147.13,10,0,0,0,938.6
2023-05-30,S04,C,188.64,8,0,0,1,1316.2
2024-02-25,S07,A,124.92,7,0,0,6,1120.1
2023-08-04,S09,C,151.08,5,0,0,4,451.1
2023-04-27,S10,A,199.3,11,0,0,3,981.7
2024-10-22,S01,C,251.3,10,0,0,1,1572.6
2023-01-24,S03,A,108.83,4,0,0,1,1097.8
2023-01-07,S07,A,106.57,4,0,0,5,1017.5
2023-06-10,S04,C,267.94,25,0,0,5,874.2
2024-09-08,S09,C,145.59,7,1,0,6,1339.4
2023-11-25,S04,C,286.03,14,0,0,5,1205.7
2023-12-26,S07,A,132.84,7,0,0,1,477.4
2024-04-08,S03,A,98.45,4,0,0,0,1352.9
2023-01-13,S06,A,155.54,7,1,0,4,769.8
2024-09-14,S10,A,206.68,10,0,0,5,976.3
2024-06-19,S01,C,211.94,17,0,0,2,1385.5
2023-05-10,S07,A,117.84,5,0,0,2,1042.9
2023-07-17,S07,A,90.85,5,0,0,0,1354.3
2024-10-22,S02,A,343.85,18,0,0,1,985.1
2024-10-17,S02,A,324.16,16,0,0,3,1010.1
2023-07-27,S06,A,82.25,3,0,0,3,901.7
2024-04-03,S01,C,226.77,13,0,0,2,978.3
2024-07-29,S01,C,235.1,10,0,0,0,457.5
2024-11-20,S10,A,223.23,10,0,0,2,1380.2
2023-11-05,S07,A,124.2,11,0,1,6,1830.5
2024-09-26,S01,C,273.2,14,0,0,3,736.7
2023-12-01,S06,A,128.53,6,0,0,4,851.4
2024-10-14,S08,A,170.4,6,1,0,0,757.1
2024-08-10,S01,C,280.04,11,0,0,5,687.6
2023-10-07,S08,A,182.65,9,0,0,5,964.8
2023-04-02,S09,C,175.89,8,1,0,6,977.8
2023-06-14,S07,A,95.86,4,1,0,2,1294.8
2024-05-27,S03,A,124.72,6,1,0,0,1543.9
2024-05-27,S07,A,85.5,3,0,0,0,1200.5
2024-05-12,S09,C,131.42,6,0,0,6,1331.3
2024-06-27,S02,A,218.96,8,0,0,3,1309.5
2024-04-07,S02,A,479.64,17,1,0,6,1033.4
2023-02-06,S05,B,251.29,10,1,0,0,1218.3
2023-11-25,S08,A,237.94,16,1,0,5,1141.8
2023-08-01,S06,A,106.92,5,0,0,1,1329.5
2024-02-17,S04,C,267.51,14,0,0,5,1201.0
2024-04-01,S10,A,150.23,6,0,0,0,1105.6
2023-02-22,S06,A,87.61,3,0,0,2,989.3
2024-04-27,S02,A,437.78,28,0,0,5,962.3
2023-01-06,S06,A,116.72,3,0,0,4,1123.8
2023-03-05,S09,C,151.05,9,0,0,6,459.7
2023-01-31,S03,A,151.48,6,0,0,1,592.0
2023-10-04,S07,A,152.74,5,1,0,2,943.8
2024-08-04,S02,A,317.49,17,0,0,6,961.3
2023-05-08,S07,A,101.84,5,0,0,0,1354.6
2024-11-15,S04,C,299.92,16,0,0,4,505.7
2024-04-17,S01,C,233.78,11,0,0,2,1317.4
2023-07-25,S06,A,114.33,5,0,0,1,816.5
2024-06-21,S07,A,105.76,5,0,0,4,1430.5
2024-05-29,S06,A,110.97,3,0,0,2,801.2
2024-03-19,S03,A,142.71,9,0,0,1,1170.0
2023-12-31,S05,B,403.32,18,1,0,6,650.2
2024-02-19,S04,C,260.1,9,0,0,0,918.1
2023-10-15,S09,C,134.55,5,0,0,6,666.3
2024-02-25,S03,A,161.6,16,0,0,6,1087.4
2024-06-01,S06,A,104.8,6,0,0,5,1329.2
2023-08-17,S07,A,123.01,7,0,0,3,814.6
2023-08-15,S02,A,340.37,19,0,0,1,920.3
2024-06-08,S01,C,272.18,18,0,0,5,1259.1
2024-10-12,S03,A,160.13,9,0,0,5,1287.9
2023-08-18,S07,A,109.83,4,0,0,4,810.0
2024-08-16,S03,A,165.84,8,0,0,4,773.5
2023-06-25,S04,C,248.77,15,0,0,6,1606.8
2024-06-03,S08,A,105.66,3,0,0,0,933.2
2023-07-16,S09,C,132.88,6,0,0,6,731.9
2024-12-24,S04,C,250.28,11,0,0,1,1234.1
2023-11-08,S08,A,136.75,6,0,0,2,1144.0
2023-08-28,S04,C,296.83,16,1,0,0,782.7
2023-02-22,S04,C,261.35,19,0,0,2,841.3
2024-07-06,S05,B,194.24,15,0,0,5,1420.0
2024-01-26,S01,C,267.47,22,0,0,4,1181.1
2024-11-11,S08,A,156.9,11,0,0,0,1120.4
2024-04-14,S10,A,254.64,12,1,0,6,1275.8
2024-07-12,S06,A,144.94,6,1,0,4,696.7
2024-10-06,S10,A,218.11,9,0,0,6,682.1
2023-11-09,S03,A,184.17,7,0,0,3,903.1
2024-02-20,S07,A,108.66,3,0,0,1,1457.9
2023-07-16,S10,A,266.68,17,0,0,6,130.1
2023-03-09,S02,A,357.35,18,0,0,3,718.0
2024-02-23,S09,C,128.9,5,0,0,4,669.2
2023-03-08,S07,A,98.88,5,0,0,2,951.1
2024-09-24,S09,C,105.33,5,0,0,1,1086.8
2023-07-08,S08,A,143.93,11,0,0,5,723.3
2023-11-23,S07,A,111.54,4,0,0,3,965.4
2023-01-29,S01,C,319.6,22,0,0,6,985.2
2023-06-21,S10,A,140.9,9,0,0,2,1875.5
2023-10-22,S08,A,146.0,7,0,0,6,1215.9
2024-03-21,S06,A,98.4,11,0,0,3,1320.2
2023-03-31,S10,A,214.65,8,0,0,4,606.3
2024-08-26,S02,A,292.61,10,0,0,0,799.3
2024-12-08,S10,A,285.37,14,0,0,6,1177.1
2024-09-01,S01,C,472.55,43,1,0,6,938.5
2024-10-02,S04,C,224.57,10,0,0,2,1323.0
2023-03-18,S01,C,294.33,11,0,0,5,482.3
2024-09-17,S05,B,202.17,8,0,0,1,645.8
2023-07-10,S07,A,69.07,3,0,0,0,1166.8
2024-02-09,S03,A,143.42,5,0,0,4,959.3
2024-01-18,S04,C,266.71,13,0,0,3,1036.8
2024-02-18,S09,C,134.49,7,0,0,6,1453.6
2024-01-17,S09,C,121.44,4,0,0,2,1732.4
2024-09-18,S10,A,181.56,9,0,0,2,1332.2
2024-03-06,S01,C,261.64,9,0,0,2,804.4
2024-07-10,S10,A,185.02,7,0,0,2,751.3
2024-09-11,S07,A,115.88,3,0,0,2,646.1
2023-09-17,S04,C,266.92,10,0,0,6,718.0
2024-02-21,S05,B,190.51,9,0,0,2,673.1
2023-10-31,S02,A,332.94,16,0,0,1,1384.4
2024-08-20,S02,A,285.78,11,0,0,1,993.2
2023-12-24,S10,A,258.16,20,0,0,6,699.9
2023-10-11,S03,A,145.07,13,0,0,2,1160.6
2024-06-28,S10,A,165.87,7,0,0,4,1105.6
2023-12-14,S03,A,150.09,6,0,0,3,1381.7
2024-09-24,S08,A,117.21,7,0,0,1,988.1
2023-01-14,S08,A,131.63,4,0,0,5,662.6
2024-05-04,S03,A,138.1,5,0,0,5,878.3
2023-08-07,S01,C,163.13,14,0,0,0,1084.0
2023-08-01,S09,C,145.24,7,0,0,1,1131.8
2023-11-14,S08,A,122.18,7,0,0,1,1369.7
2024-04-30,S05,B,195.81,13,0,0,1,1447.7
2024-04-08,S08,A,140.08,13,0,0,0,1425.1
2024-05-26,S06,A,116.67,4,0,0,6,1221.1
2024-11-22,S07,A,147.65,5,0,0,4,929.9
2024-03-02,S02,A,352.79,14,0,0,5,795.8
2024-03-10,S05,B,357.26,11,1,0,6,1049.9
2023-05-14,S02,A,258.43,12,0,0,6,1225.3
2023-07-21,S08,A,108.49,4,0,0,4,1306.0
2024-03-30,S03,A,180.5,8,0,0,5,810.2
2023-09-06,S03,A,117.86,4,0,0,2,1232.9
2023-05-16,S09,C,133.56,7,0,0,1,866.2
2024-09-16,S02,A,346.25,13,0,0,0,426.9
2023-05-13,S10,A,272.58,16,0,0,5,835.5
2024-12-20,S09,C,170.41,9,0,0,4,1358.2
2023-08-04,S01,C,290.23,20,0,0,4,918.1
2024-03-29,S01,C,317.08,26,0,0,4,723.8
2023-08-01,S03,A,95.38,6,0,0,1,926.1
2024-04-12,S04,C,225.05,14,0,0,4,960.0
2024-02-03,S02,A,433.23,21,0,0,5,1137.9
2023-05-06,S03,A,185.42,8,0,0,5,1031.0
2023-11-24,S09,C,155.38,6,0,0,4,1649.7
2023-12-04,S05,B,193.78,10,0,0,0,1209.8
2023-10-09,S05,B,220.95,10,1,0,0,929.0
2024-04-16,S10,A,259.32,15,1,0,1,1222.7
2023-07-04,S09,C,94.43,3,0,0,1,890.4
2024-04-30,S09,C,134.93,7,0,0,1,853.6
2023-10-31,S08,A,145.7,7,0,0,1,1162.0
2023-02-08,S09,C,158.11,5,0,0,2,1306.8
2023-01-24,S06,A,89.03,3,0,0,1,1181.8
2023-04-18,S08,A,127.47,4,0,0,1,392.3
2023-07-18,S05,B,223.22,9,0,0,1,785.0
2024-03-12,S04,C,198.51,9,0,0,1,1582.8
2024-02-01,S03,A,125.46,6,0,0,3,963.8
2023-03-19,S01,C,364.21,17,0,0,6,903.8
2023-08-05,S06,A,137.02,5,0,0,5,1114.4
2024-03-29,S04,C,204.36,10,0,0,4,1093.9
2023-03-09,S04,C,310.8,14,1,0,3,628.2
2023-01-25,S10,A,180.25,13,0,0,2,773.4
2024-09-21,S08,A,133.08,4,0,0,5,1102.8
2023-06-07,S05,B,189.01,9,0,0,2,1007.9
2024-09-15,S09,C,125.83,6,0,0,6,1035.4
2023-12-08,S10,A,269.95,13,1,0,4,921.3
2023-07-28,S02,A,247.06,10,0,0,4,1278.7
2023-07-02,S04,C,282.57,12,0,0,6,1037.4
2024-11-07,S01,C,299.39,14,0,0,3,769.9
2024-11-29,S06,A,122.35,4,0,0,4,1179.8
2024-03-30,S05,B,235.68,26,0,0,5,1349.0
2024-07-10,S06,A,92.23,4,0,0,2,1316.6
2023-03-13,S07,A,82.57,4,0,0,0,969.0
2024-10-13,S09,C,161.2,13,1,0,6,586.7
2024-11-12,S09,C,178.34,10,0,0,1,1154.8
2023-07-24,S09,C,104.12,5,0,0,0,1177.2
2024-08-22,S08,A,119.52,5,0,0,3,1307.3
2024-06-10,S05,B,279.71,15,1,0,0,305.1
2024-02-22,S09,C,108.87,4,0,0,3,789.1
2024-04-25,S10,A,177.17,7,0,0,3,757.5
2023-09-30,S05,B,280.47,15,1,0,5,1078.8
2024-10-22,S06,A,132.73,5,1,0,1,1271.4
2023-05-27,S01,C,298.8,17,0,0,5,1047.1
2024-08-21,S10,A,161.86,11,0,0,2,943.8
2023-06-16,S09,C,118.33,4,1,0,4,1219.8
2023-10-03,S07,A,122.39,9,0,0,1,774.8
2023-07-20,S01,C,225.22,14,0,0,3,665.8
2024-04-02,S02,A,307.41,34,0,0,1,823.9
2024-04-06,S04,C,308.52,15,0,0,5,1144.2
2023-02-10,S05,B,312.95,16,1,0,4,784.5
2023-02-08,S05,B,189.46,6,0,0,2,808.3
2024-10-18,S04,C,242.89,11,0,0,4,1056.9
2023-08-04,S03,A,154.35,9,0,0,4,645.4
2023-06-13,S04,C,193.35,12,0,0,1,1181.1
2024-10-31,S06,A,121.86,6,1,0,3,816.3
2024-07-12,S01,C,214.57,10,0,0,4,1075.5
2024-04-23,S05,B,227.77,13,0,0,1,1167.0
2024-01-28,S06,A,106.76,5,0,0,6,800.5
2024-06-17,S07,A,94.85,3,0,0,0,901.6
2024-02-20,S09,C,147.54,7,0,0,1,1105.3
2024-05-09,S09,C,141.16,6,1,0,3,1060.2
2024-08-12,S09,C,134.94,8,1,0,0,1212.1
2024-10-24,S05,B,198.42,9,0,0,3,1461.5
2024-06-19,S09,C,126.01,5,0,0,2,1041.8
2023-01-23,S04,C,240.0,24,0,0,0,1327.5
2023-08-08,S04,C,244.55,11,0,0,1,462.1
2023-11-10,S07,A,191.51,9,1,0,4,883.2
2024-03-22,S10,A,245.42,11,0,0,4,697.6
2023-07-02,S05,B,216.28,11,0,0,6,888.0
2024-11-12,S01,C,329.14,23,0,0,1,771.8
2024-05-27,S05,B,208.85,18,0,0,0,1051.3
2024-05-12,S03,A,173.95,8,0,0,6,1298.9
2023-03-21,S08,A,114.03,6,0,0,1,721.1
2023-10-15,S02,A,359.44,23,0,0,6,950.0
2023-01-01,S10,A,196.26,10,0,0,6,1112.7
2023-07-14,S05,B,227.66,10,0,0,4,669.0
2023-07-03,S09,C,84.73,3,0,0,0,1358.7
2024-04-25,S05,B,213.53,12,0,0,3,742.5
2023-01-26,S06,A,111.82,3,0,0,3,789.0
2024-07-25,S04,C,214.82,6,0,0,3,1503.0
2024-03-24,S06,A,111.05,5,0,0,6,1045.4
2024-10-20,S07,A,96.46,3,0,0,6,1387.7
2023-06-08,S02,A,326.25,17,0,0,3,1124.4
2023-10-23,S07,A,106.7,4,1,0,0,1013.4
2023-04-03,S05,B,170.29,9,0,0,0,947.0
2024-10-09,S05,B,222.96,10,0,0,2,991.9
2023-09-08,S09,C,117.09,4,0,0,4,978.1
2024-09-05,S03,A,132.9,8,0,0,3,1226.2
2024-05-17,S05,B,246.46,11,0,0,4,1324.7
2024-06-16,S01,C,304.07,25,0,0,6,574.9
2024-08-27,S03,A,117.58,5,0,0,1,888.6
2024-01-13,S06,A,120.96,5,0,0,5,1274.1
2024-04-28,S06,A,129.38,7,0,0,6,903.4
2024-02-18,S07,A,100.15,3,0,0,6,749.1
2024-05-11,S05,B,245.46,15,1,0,5,1171.4
2023-10-05,S10,A,203.69,10,0,0,3,594.1
2023-02-23,S10,A,184.54,7,0,0,3,774.5
2023-10-02,S06,A,109.85,7,0,0,0,1236.5
2024-10-19,S01,C,377.47,22,0,0,5,788.4
2024-10-29,S05,B,207.87,13,0,0,1,1044.7
2024-06-30,S08,A,147.66,5,0,0,6,1179.1
2023-04-25,S06,A,110.79,8,0,0,1,1266.7
2024-05-27,S08,A,95.7,6,0,0,0,1200.3
2024-03-22,S09,C,136.29,10,0,0,4,734.5
2023-03-08,S08,A,121.05,6,0,0,2,956.6
2023-10-29,S10,A,178.23,6,0,0,6,965.5
2023-02-05,S08,A,188.09,13,1,0,6,1143.1
2024-05-21,S04,C,202.95,22,0,0,1,999.1
2023-10-11,S02,A,281.23,11,0,0,2,833.4
2023-10-06,S04,C,178.19,10,0,0,4,1385.2
2023-05-16,S04,C,256.38,11,0,0,1,928.9
2024-05-28,S02,A,316.54,18,0,0,1,894.6
2023-02-17,S01,C,319.26,14,1,0,4,1398.5
2023-09-28,S04,C,201.32,19,0,0,3,1124.4
2023-11-30,S01,C,292.26,12,0,0,3,1430.1
2023-12-30,S08,A,149.09,6,0,0,5,1103.1
2023-05-20,S07,A,125.49,5,0,0,5,875.0
2023-12-25,S05,B,239.4,14,0,0,0,325.5
2024-10-17,S08,A,140.76,8,0,0,3,718.9
2024-06-10,S03,A,127.18,9,0,0,0,569.0
2024-07-18,S06,A,97.57,3,0,0,3,670.0
2023-12-04,S07,A,104.97,4,0,0,0,1049.8
2023-05-06,S07,A,111.81,4,0,0,5,1199.4
2024-09-11,S01,C,316.74,20,0,0,2,839.5
2023-12-18,S03,A,120.53,11,0,0,0,1329.2
2024-07-19,S02,A,281.31,12,0,0,4,1533.3
2024-07-31,S09,C,124.4,4,0,0,2,627.0
2023-05-06,S01,C,394.45,15,1,0,5,824.2
2024-08-02,S06,A,115.05,4,0,0,4,841.9
2024-06-18,S09,C,124.95,8,0,0,1,1013.4
2024-12-02,S10,A,221.13,15,0,0,0,769.7
2024-03-05,S09,C,146.78,7,0,0,1,895.5
2023-11-25,S05,B,268.43,15,0,0,5,1206.0
2023-10-21,S04,C,226.83,15,0,0,5,1356.3
2024-02-22,S06,A,91.45,3,0,0,3,1196.0
2024-06-10,S09,C,129.99,8,0,0,0,692.9
2024-05-06,S01,C,264.83,13,0,0,0,285.1
2023-07-05,S03,A,131.41,6,0,0,2,1022.7
2024-09-23,S07,A,108.45,6,0,0,0,796.8
2024-11-14,S06,A,149.49,5,0,0,3,1013.1
2024-12-11,S09,C,156.84,8,0,0,2,788.1
2023-07-30,S06,A,138.45,7,0,0,6,1214.9
2023-01-14,S04,C,202.8,11,0,0,5,1371.3
2024-06-07,S07,A,86.11,3,0,0,4,632.7
2024-05-17,S10,A,168.55,18,0,0,4,1219.7
2023-04-03,S09,C,120.14,7,0,0,0,853.8
2023-03-24,S04,C,265.13,8,0,0,4,937.2
2024-10-26,S02,A,404.87,17,0,0,5,931.5
2023-06-03,S02,A,355.82,17,0,0,5,348.5
2023-05-02,S05,B,228.08,14,0,0,1,703.0
2023-02-20,S05,B,166.66,8,0,0,0,785.0
2024-03-04,S06,A,122.08,5,0,0,0,456.5
2024-10-11,S02,A,297.8,15,0,0,4,1124.5
2023-07-19,S07,A,90.35,3,0,0,2,1130.5
2024-10-15,S01,C,226.37,8,0,0,1,1014.3
2023-11-04,S03,A,174.26,11,0,1,5,1362.0
2023-07-15,S09,C,110.23,9,0,0,5,1381.3
2023-05-19,S05,B,197.82,7,0,0,4,1025.8
2023-03-31,S05,B,241.32,11,0,0,4,901.2
2024-05-07,S05,B,187.0,7,0,0,1,1262.7
2023-02-15,S06,A,108.98,7,0,0,2,952.4
2024-07-31,S10,A,252.64,9,1,0,2,460.2
2024-11-07,S09,C,217.09,13,1,0,3,1118.6
2024-01-06,S10,A,208.14,8,0,0,5,674.2
2024-11-05,S04,C,329.17,24,1,1,1,1270.4
2024-04-29,S10,A,190.27,10,0,0,0,996.5
2024-04-19,S09,C,129.53,4,0,0,4,1206.5
2024-03-02,S09,C,122.63,6,0,0,5,711.9
2023-12-19,S03,A,157.65,8,0,0,1,1386.7
2024-02-18,S05,B,274.28,31,0,0,6,939.9
2023-12-27,S03,A,160.47,9,0,0,2,827.4
2024-12-15,S01,C,214.75,8,0,0,6,1074.9
2023-03-13,S04,C,241.73,11,0,0,0,559.7
2024-02-23,S07,A,93.94,4,0,0,4,663.5
2023-08-10,S05,B,209.27,13,0,0,3,744.0
2024-06-14,S02,A,225.27,14,0,0,4,1201.4
2023-10-20,S04,C,213.34,7,0,0,4,1233.9
2023-07-01,S01,C,254.21,12,0,0,5,794.2
2023-12-15,S07,A,198.27,14,1,0,4,871.0
2023-11-11,S02,A,470.32,23,0,0,5,1034.5
2023-07-02,S08,A,135.7,6,0,0,6,1135.2
2023-04-26,S06,A,110.01,5,0,0,2,599.0
2023-05-13,S05,B,249.18,11,0,0,5,1104.3
2024-03-07,S03,A,134.61,13,0,0,3,1289.6
2023-02-21,S01,C,200.61,9,0,0,1,1042.3
2023-06-18,S01,C,206.26,10,0,0,6,1149.7
2023-02-19,S10,A,227.42,9,0,0,6,1362.5
